ZIP,CITY,STATEID,VENUE_NAME,LAT,LNG,CATEGORY,CATEGORY_SHORT
40359,Owenton,KY,Richard Greene - State Farm Insurance Agent,38.53649803873052,-84.83628000319413,Insurance Office,Insurance Office
40359,Owenton,KY,Dollar General,38.54017633629924,-84.83801448225512,Discount Store,Discount Store
40359,Owenton,KY,BUS,38.52207565307617,-84.8224105834961,Bus Line,Bus
40359,Owenton,KY,Chris Osborn - State Farm Insurance Agent,38.53574,-84.83629,Office,Office
40359,Owenton,KY,Richard Greene - State Farm Insurance Agent,38.53574,-84.83629,Office,Office
40359,Owenton,KY,Mawmaw\'s,38.532513,-84.85106,American Restaurant,American
40360,Owingsville,KY,Bath County Courthouse Annex,38.14458130468685,-83.76382112503052,Courthouse,Courthouse
40360,Owingsville,KY,Valero,38.12968081493019,-83.75636481138201,Gas Station,Gas Station
40360,Owingsville,KY,U.S. Post Office,38.144448,-83.76432700000001,Post Office,Post Office
40360,Owingsville,KY,Owingsville First Church Of God,38.14023680978367,-83.76317014712748,Church,Church
40360,Owingsville,KY,Bath County Clerk\'s Office,38.14385927514026,-83.76488122068952,Government Building,Government
40360,Owingsville,KY,Kim Hunt Price Law Office,38.144882,-83.764594,Lawyer,Lawyer
40360,Owingsville,KY,Bath County Circuit Clerk\'s Office,38.14391701395152,-83.76326866476592,Government Building,Government
40360,Owingsville,KY,St. Claire Regional Family Medicine,38.13611804797048,-83.76091456888265,Doctor\'s Office,Doctor\'s Office
40360,Owingsville,KY,Bath County Memorial Library,38.144870000000004,-83.76451800000001,Library,Library
40360,Owingsville,KY,McDonald\'s,38.1290183,-83.7533481,Fast Food Restaurant,Fast Food
40361,Paris,KY,Wrenn Realty,38.20910358749143,-84.25251692533493,Office,Office
40361,Paris,KY,YMCA,38.20867522738509,-84.25326541624243,Gym,Gym
40361,Paris,KY,Paradise Cafe,38.20961150981681,-84.25232648849487,Chinese Restaurant,Chinese
40361,Paris,KY,The Gentleman Distillery,38.20986000561848,-84.25208755093527,Distillery,Distillery
40361,Paris,KY,"Mechanic Masters, LLC",38.21001194400617,-84.2539894580841,Automotive Shop,Automotive
40361,Paris,KY,Lil\'s,38.21041659105426,-84.25177931785583,Diner,Diner
40361,Paris,KY,US Post Office,38.210243773319384,-84.25487458705902,Post Office,Post Office
40361,Paris,KY,Paris/bourbon County Farmers Market II,38.210918,-84.252259,Farmers Market,Farmer\'s Market
40361,Paris,KY,Central Baptist Church,38.20998424647247,-84.25477757596124,Church,Church
40361,Paris,KY,Paris-Bourbon County Public Library,38.21066949431694,-84.2527288198471,Library,Library
40370,Sadieville,KY,Warring Park Pavilion,38.390570282936096,-84.53673720359802,Park,Park
40370,Sadieville,KY,US Post Office,38.390478783333336,-84.53673720359802,Post Office,Post Office
40370,Sadieville,KY,Hardee\'s,38.3795149,-84.5724868,Fast Food Restaurant,Fast Food
40370,Sadieville,KY,Love\'s Travel Stop,38.3795738,-84.5726389,Truck Stop,Truck Stop
40370,Sadieville,KY,Camping World of Georgetown,38.21332040000001,-84.53561390000002,Automotive Shop,Automotive
40370,Sadieville,KY,Buzzard Bend,38.377822,-84.656393,Other Great Outdoors,Other Outdoors
40370,Sadieville,KY,NuForm Materials,38.379535,-84.526993,Tech Startup,Tech Startup
40370,Sadieville,KY,An /Dor Reporting & Video Technologies Inc,38.283814,-84.570544,Business Service,Business Services
40371,Salt Lick,KY,Midland Frosty Freeze & Grocery,38.129985754316216,-83.58373929977643,Dessert Shop,Desserts
40371,Salt Lick,KY,BP,38.121093589602,-83.61057111414286,Gas Station,Gas Station
40371,Salt Lick,KY,Salt Lick Fire Department,38.1191961583404,-83.61611723899841,Fire Station,Fire Station
40371,Salt Lick,KY,Outpost Campground,38.131938515072996,-83.56499026818094,Campground,Campground
40371,Salt Lick,KY,Burger King,38.1299,-83.57325,Fast Food Restaurant,Fast Food
40371,Salt Lick,KY,Jones Cemetery,38.13302022024837,-83.57489336514642,Cemetery,Cemetery
40371,Salt Lick,KY,Subway,38.178675474550566,-83.5550976009454,Sandwich Place,Sandwiches
40371,Salt Lick,KY,Comfort Inn & Suites,38.177582,-83.555427,Hotel,Hotel
40371,Salt Lick,KY,Eagle Travel Plaza,38.18660028564285,-83.55751159638517,Gas Station,Gas Station
40379,Stamping Ground,KY,Stamping Ground Post Office,38.270024,-84.68316800000001,Post Office,Post Office
40379,Stamping Ground,KY,Bradley\'s Stamping Ground Food,38.270763,-84.682272,Grocery Store,Grocery Store
40379,Stamping Ground,KY,Dollar General,38.27244,-84.6883,Discount Store,Discount Store
40379,Stamping Ground,KY,Mattress In Middle Of Interstate,38.162555573629945,-84.72577341238733,General Entertainment,Entertainment
40379,Stamping Ground,KY,Stamping Ground Baptist Church,38.270970242886065,-84.68484878540039,Church,Church
40379,Stamping Ground,KY,WesBanco Bank,38.27016737,-84.68334111,Bank,Bank
40379,Stamping Ground,KY,Scott County High School,38.232510474590626,-84.57353216352953,High School,High School
40379,Stamping Ground,KY,Ironworks Estates,38.18503877402956,-84.64912798083388,Housing Development,Housing Development
40380,Stanton,KY,Advance Auto Parts,37.84596261616349,-83.85892555117607,Automotive Shop,Automotive
40380,Stanton,KY,Kroger,37.8447603,-83.8619349,Supermarket,Supermarket
40380,Stanton,KY,Billings Drug & True Value,37.84551689,-83.85767672,Hardware Store,Hardware
40380,Stanton,KY,Abner Motel,37.84469093088137,-83.85684388231788,Motel,Motel
40380,Stanton,KY,Family Dollar,37.84469527684402,-83.85884490924501,Discount Store,Discount Store
40380,Stanton,KY,Valero (Appco #74),37.84371535,-83.85856085,Gas Station,Gas Station
40380,Stanton,KY,Rite Aid,37.847365,-83.858931,Pharmacy,Pharmacy
40380,Stanton,KY,Dairy Queen,37.842396807184926,-83.85902881622314,Fast Food Restaurant,Fast Food
40380,Stanton,KY,Elkins Insurance Group,37.844732023816526,-83.85802030563354,Office,Office
40383,Versailles,KY,Woodford County Courthouse,38.05263196266901,-84.73033953167476,Courthouse,Courthouse
40383,Versailles,KY,Wilson\'s Pool Hall,38.05271629919452,-84.72933450649228,Bar,Bar
40383,Versailles,KY,Carroll Floor Covering,38.0526333,-84.72976369999999,Carpet Store,Carpet Store
40383,Versailles,KY,Amsden Coffee Club,38.052254,-84.73057,Coffee Shop,Coffee Shop
40383,Versailles,KY,Rolling Oven,38.0529,-84.73078,Pizza Place,Pizza
40383,Versailles,KY,Steve\'s Barbershop,38.05278655780136,-84.73001302796578,Salon / Barbershop,Salon / Barbershop
40383,Versailles,KY,Versailles Cemetery,38.05064258808664,-84.72907304763794,Cemetery,Cemetery
40383,Versailles,KY,CVS pharmacy,38.052903096498426,-84.72927872786155,Pharmacy,Pharmacy
40383,Versailles,KY,First Christian Church,38.05234820879798,-84.72876311375357,Church,Church
40383,Versailles,KY,Woodford County Courthouse Annex,38.05275470675657,-84.73102569580078,Courthouse,Courthouse
40385,Waco,KY,Waco Baptist Church,37.741183,-84.152471,Church,Church
40385,Waco,KY,Bybee Quick Stop,37.732345673782625,-84.12672505173863,American Restaurant,American
40385,Waco,KY,BP,37.7413263,-84.1445191,Gas Station,Gas Station
40385,Waco,KY,Richmond Veterinary Clinic,37.74355431032449,-84.25631541327823,Veterinarian,Veterinarians
40385,Waco,KY,PRO-Line Garage Door LLC,37.77397311878148,-84.23066073890719,Miscellaneous Shop,Shop
40390,Wilmore,KY,Kinlaw Library,37.86207919769318,-84.66265743412005,College Library,Library
40390,Wilmore,KY,Hughes Chapel,37.862362,-84.662705,University,University
40390,Wilmore,KY,Estes Chapel,37.86224875023821,-84.66090850527816,Church,Church
40390,Wilmore,KY,Asbury Theological Seminary,37.8624308211693,-84.66050708507244,General College & University,Education
40390,Wilmore,KY,Asbury Seminary Info Commons,37.86262090416549,-84.66064298106222,College Library,Library
40390,Wilmore,KY,Fisher Library,37.862502760581876,-84.66069753799304,College Library,Library
40390,Wilmore,KY,J.D\'s Office - the Jedi Temple,37.862171,-84.660778,Spiritual Center,Spiritual
40390,Wilmore,KY,Asbury University Hager Administration Building,37.86311210277581,-84.66145603578359,College Administrative Building,Administrative Building
40390,Wilmore,KY,Asbury University,37.8646248,-84.665579,General College & University,Education
40390,Wilmore,KY,Solomon\'s Porch,37.86052055226354,-84.66170270325766,Café,Café
40391,Winchester,KY,St. Agatha School,37.98983328569942,-84.17955213286744,School,School
40391,Winchester,KY,Shell Gas Station,37.990079,-84.1796503,Gas Station,Gas Station
40391,Winchester,KY,Verizon Authorized Retailer – Cellular Sales,37.99256637325506,-84.21460755088526,Mobile Phone Shop,Mobile Phones
40391,Winchester,KY,First Christian Church (Disciples Of Christ),37.98967141657973,-84.17753359141774,Church,Church
40391,Winchester,KY,St. Joseph Catholic Church,37.98963172406568,-84.17941097705557,Church,Church
40391,Winchester,KY,Kentucky Bank,37.991574,-84.17915,Bank,Bank
40391,Winchester,KY,"MD Billing Services, LLC",37.99059210523603,-84.17725830854087,Office,Office
40391,Winchester,KY,Bluegrass Heritage Museum,37.9897075012288,-84.17767030850209,History Museum,History Museum
40403,Berea,KY,Native Bagel,37.56864,-84.296715,Bagel Shop,Bagels
40403,Berea,KY,Shell Gas Station,37.568694,-84.2963222,Gas Station,Gas Station
40403,Berea,KY,Berea Baptist,37.569318,-84.29600699999999,Church,Church
40403,Berea,KY,Madison County Public Library - Berea,37.568655,-84.295633,Library,Library
40403,Berea,KY,Dr king Eyecare,37.568084716796875,-84.2964096069336,Optical Shop,Optical
40403,Berea,KY,Berea United Methodist Church,37.56877391492454,-84.29670601125974,Church,Church
40403,Berea,KY,Berea Municipal Building,37.56943713406829,-84.29504653551768,Courthouse,Courthouse
40403,Berea,KY,Simply Stylish,37.568680448150005,-84.29604879792285,Salon / Barbershop,Salon / Barbershop
40403,Berea,KY,Berea City Hall,37.5697825045297,-84.29444590416203,City Hall,City Hall
40409,Brodhead,KY,Brodhead Elementary School,37.403597466508856,-84.42088511566149,Elementary School,Elementary School
40409,Brodhead,KY,US Post Office,37.40386140519334,-84.41768199205399,Post Office,Post Office
40409,Brodhead,KY,Brodhead Tobbaco & Tanning,37.396049736126024,-84.41709473368648,Smoke Shop,Smoke Shop
40409,Brodhead,KY,Citizens Bank,37.401713889427505,-84.41505261583457,Bank,Bank
40409,Brodhead,KY,Dollar General,37.40543169714177,-84.42192792892456,Discount Store,Discount Store
40409,Brodhead,KY,McDonald\'s,37.36721760277183,-84.33706015348434,Fast Food Restaurant,Fast Food
40409,Brodhead,KY,Wendy\'s,37.37065705063503,-84.33443717661254,Fast Food Restaurant,Fast Food
40409,Brodhead,KY,Capps  Hardware,37.40020523,-84.42564345,Hardware Store,Hardware
40409,Brodhead,KY,Dari Delight,37.403035671957475,-84.41544309696083,Café,Café
40409,Brodhead,KY,Rodeway Inn Renfro Valley,37.373267263091954,-84.33454736441797,Hotel,Hotel
40419,Crab Orchard,KY,Crab Orchard Elementary School,37.4694706636276,-84.50885665564044,Elementary School,Elementary School
40419,Crab Orchard,KY,BP,37.462143,-84.510723,Gas Station,Gas Station
40419,Crab Orchard,KY,BP,37.464246,-84.512586,Gas Station,Gas Station
40419,Crab Orchard,KY,Dollar General,37.45638798835728,-84.50161995404221,Discount Store,Discount Store
40419,Crab Orchard,KY,McKnight Funeral Home,37.46116771117117,-84.5050668460619,Funeral Home,Funeral Home
40419,Crab Orchard,KY,Capps  Hardware,37.40020523,-84.42564345,Hardware Store,Hardware
40419,Crab Orchard,KY,First Southern National Bank,37.462104,-84.506443,Building,Building
40419,Crab Orchard,KY,Howard Theater,37.462895,-84.506674,Indie Movie Theater,Indie Movies
40422,Danville,KY,The Hub Coffee House and Cafe,37.6458460741952,-84.77240397937827,Breakfast Spot,Breakfast
40422,Danville,KY,Danville Office Equipment,37.6461141,-84.7718055,Paper / Office Supplies Store,Office Supplies
40422,Danville,KY,Central Kentucky Surgery Center,37.64543795430338,-84.77235622891644,Medical Center,Medical
40422,Danville,KY,CVS pharmacy,37.643898998651224,-84.77147084923115,Pharmacy,Pharmacy
40422,Danville,KY,Plank on Main,37.646176,-84.771569,Indoor Play Area,Indoor Play Area
40422,Danville,KY,Burke\'s Bakery,37.64574163644706,-84.77056324878461,Bakery,Bakery
40422,Danville,KY,Boyle County Courthouse,37.64630099186618,-84.77343292876829,Courthouse,Courthouse
40422,Danville,KY,Ephraim McDowell Regional Medical Center,37.643510520971915,-84.77295267520765,Medical Center,Medical
40422,Danville,KY,Bluegrass & Buttercream,37.646075,-84.772537,Bakery,Bakery
40437,Hustonville,KY,US Post Office,37.4978277,-84.814656,Post Office,Post Office
40437,Hustonville,KY,BP,37.58231894,-84.78584934,Gas Station,Gas Station
40437,Hustonville,KY,Dairy Dip,37.48334535648653,-84.820154094206,Snack Place,Snacks
40437,Hustonville,KY,Dollar General,37.4726,-84.8164,Discount Store,Discount Store
40437,Hustonville,KY,hustonville,37.47911296516358,-84.82109130571173,Miscellaneous Shop,Shop
40437,Hustonville,KY,Ferrellgas,37.508918,-84.8138411,Business Service,Business Services
40437,Hustonville,KY,Pbk Bank,37.472081,-84.81753,Bank,Bank
40437,Hustonville,KY,Westside UMC,37.51155068333333,-84.80798528333334,Church,Church
40437,Hustonville,KY,Carl Russell Park,37.477734,-84.822366,Park,Park
40437,Hustonville,KY,BON078,37.499262,-84.692285,Scenic Lookout,Scenic Lookout
40444,Lancaster,KY,Lancaster Public Square,37.619383418743844,-84.57860373978357,General Travel,Travel
40444,Lancaster,KY,Garrard County Public Library,37.61950518120988,-84.57880600956189,Library,Library
40444,Lancaster,KY,Smith\'s Restaurant,37.61945099526081,-84.57847353101131,Diner,Diner
40444,Lancaster,KY,Lil Blessings Learning Academy,37.61061087279735,-84.57397699356078,Preschool,Preschool
40444,Lancaster,KY,Garrard County Courthouse,37.619362379115486,-84.57885715993889,Courthouse,Courthouse
40444,Lancaster,KY,Garrard County Attorney,37.619578,-84.57876,Lawyer,Lawyer
40444,Lancaster,KY,Rite Aid,37.60218,-84.5913,Pharmacy,Pharmacy
40444,Lancaster,KY,Machining Technologies,37.594866,-84.59278,Building,Building
40444,Lancaster,KY,Caribbean Spice,37.61850445213503,-84.57744539296762,Cuban Restaurant,Cuban
40444,Lancaster,KY,Stockyard Grill &Creamery,37.619436,-84.579365,Restaurant,Restaurant
40456,Mount Vernon,KY,Mount Vernon Post Office,37.35693310431319,-84.33936630746771,Post Office,Post Office
40456,Mount Vernon,KY,Shell Gas Station,37.3528615,-84.3404919,Gas Station,Gas Station
40456,Mount Vernon,KY,Rock Quarry,37.35307519062602,-84.3426019021697,Other Great Outdoors,Other Outdoors
40456,Mount Vernon,KY,IGA,37.35227760164466,-84.34556363751027,Grocery Store,Grocery Store
40456,Mount Vernon,KY,Ferrellgas,37.3530577,-84.3404276,Business Service,Business Services
40456,Mount Vernon,KY,Wendy\'s,37.37065705063503,-84.33443717661254,Fast Food Restaurant,Fast Food
40456,Mount Vernon,KY,Carquest Auto Parts - McClure\'s Auto Parts,37.35171217476542,-84.33794931338525,Automotive Shop,Automotive
40456,Mount Vernon,KY,Mount Vernon Drug,37.35818914870054,-84.33845722755913,Pharmacy,Pharmacy
40461,Paint Lick,KY,US Post Office,37.61748210456574,-84.40785437822342,Post Office,Post Office
40461,Paint Lick,KY,Liz Thomas Photography,37.61750248454165,-84.40794346668996,Office,Office
40461,Paint Lick,KY,Copperhead Consulting,37.61737,-84.408029,Office,Office
40461,Paint Lick,KY,Motel 6 Berea Ky,37.598132390325475,-84.31605443358421,Motel,Motel
40461,Paint Lick,KY,OneMain Financial,37.59625604532637,-84.32323336601256,Financial or Legal Service,Financial / Legal
40461,Paint Lick,KY,Quality Inn,37.5990724046525,-84.31804827290756,Hotel,Hotel
40461,Paint Lick,KY,Red Roof Inn & Suites Berea,37.59476399,-84.31920383,Hotel,Hotel
40461,Paint Lick,KY,Kentucky Artisan Center,37.59618523203623,-84.31215763151764,Art Gallery,Art Gallery
40461,Paint Lick,KY,Subway,37.59717025559512,-84.31847106776544,Sandwich Place,Sandwiches
40475,Richmond,KY,Madison County Courthouse,37.74804207601102,-84.2945484817028,Courthouse,Courthouse
40475,Richmond,KY,Madison County Clerk\'s Office,37.74798140181112,-84.29433209197866,Office,Office
40475,Richmond,KY,The Law Office of Jimmy Dale Williams,37.74749546314484,-84.29238496765976,Lawyer,Lawyer
40475,Richmond,KY,Artisan Hot Dogs & Salads,37.74791482485267,-84.29509162902832,Salad Place,Salad
40475,Richmond,KY,Panda Express,37.747857,-84.294653,Chinese Restaurant,Chinese
40475,Richmond,KY,Currier\'s Music,37.74770550704471,-84.2951647519643,Music Store,Music Store
40475,Richmond,KY,Subway,37.74621477150126,-84.29478252275908,Sandwich Place,Sandwiches
40475,Richmond,KY,Madison County Sheriff\'s Office,37.74879218710766,-84.29429097266421,Police Station,Police Station
40475,Richmond,KY,US Post Office,37.74745463317551,-84.29274917241084,Post Office,Post Office
40484,Stanford,KY,Lincoln County Judicial Building,37.529378875245115,-84.66181977800477,Courthouse,Courthouse
40484,Stanford,KY,Lincoln County Clerk,37.529501970884944,-84.66137409210205,Government Building,Government
40484,Stanford,KY,Lincoln County Public Library,37.530401,-84.662238,Library,Library
40484,Stanford,KY,Marathon,37.53072305828727,-84.6602925565348,Gas Station,Gas Station
40484,Stanford,KY,Stanford Baptist Christian Life Center,37.53056144097749,-84.66073693619032,Church,Church
40484,Stanford,KY,Bluebird Cafe,37.52931784358275,-84.66253788174708,Café,Café
40484,Stanford,KY,Stanford Veterinary Hospital,37.54067590250393,-84.67075244599143,Veterinarian,Veterinarians
40484,Stanford,KY,Stanford City Hall,37.52900377121882,-84.66912842764111,Conference Room,Conference room
40486,Tyner,KY,Shell Gas Station,37.3727858,-83.86896533,Gas Station,Gas Station
40486,Tyner,KY,Tyner Elementary School,37.344138,-83.929665,Elementary School,Elementary School
40486,Tyner,KY,Angel Ward Appt.,37.34566492881041,-83.90492979589416,Residential Building (Apartment / Condo),Residential
40486,Tyner,KY,Jackson County High School,37.422259,-83.947998,High School,High School
40486,Tyner,KY,BAE Systems,37.328918,-83.953047,Factory,Factory
40486,Tyner,KY,Redbox,37.320085,-83.960403,Video Store,Video Store
40486,Tyner,KY,Dr Muse,37.429279,-83.899248,Building,Building
40486,Tyner,KY,Instant Care Center,37.39444074448756,-83.93041814459397,Doctor\'s Office,Doctor\'s Office
40486,Tyner,KY,Jackson County Ministries,37.31918716430664,-83.97554016113281,Non-Profit,Non-Profit
40489,Waynesburg,KY,Dollar General,37.333748841110406,-84.65870531032553,Discount Store,Discount Store
40489,Waynesburg,KY,Ruckel\'s Grocery,37.34384811115489,-84.64781704158243,Gas Station,Gas Station
40489,Waynesburg,KY,Family Worship Center,37.36228176573945,-84.65958739891576,Church,Church
40489,Waynesburg,KY,Lincoln/Pulaski line,37.319083499285185,-84.65540415404503,Border Crossing,Border Crossing
40489,Waynesburg,KY,Barnett Demrow Funeral Home,37.333211,-84.668754,Funeral Home,Funeral Home
40489,Waynesburg,KY,Waynesburg Post Office,37.33408715238857,-84.65855586752768,Post Office,Post Office
40489,Waynesburg,KY,Family Dollar,37.390868,-84.653652,Discount Store,Discount Store
40489,Waynesburg,KY,Taco Bell,37.26910001045154,-84.64200872594937,Fast Food Restaurant,Fast Food
40489,Waynesburg,KY,US Post Office Eubank,37.279543,-84.658118,Post Office,Post Office
40489,Waynesburg,KY,Family Dollar,37.239107,-84.634828,Discount Store,Discount Store
40502,Lexington,KY,Tates Creek High School,37.984895505771725,-84.47988909228728,High School,High School
40502,Lexington,KY,Kennedy\'s Wildcat Den,37.98869,-84.47772,College Bookstore,College Bookstore
40502,Lexington,KY,Starbucks,37.99692590715581,-84.47900735675358,Coffee Shop,Coffee Shop
40502,Lexington,KY,tates creek golf course,37.99157661579228,-84.47266232184853,Golf Course,Golf Course
40502,Lexington,KY,KeyMe,37.996908,-84.478975,Locksmith,Locksmith
40502,Lexington,KY,Psych Class,37.988689,-84.477715,College Classroom,Classroom
40503,Lexington,KY,Tates Creek High School,37.984895505771725,-84.47988909228728,High School,High School
40503,Lexington,KY,Kennedy\'s Wildcat Den,37.98869,-84.47772,College Bookstore,College Bookstore
40503,Lexington,KY,Starbucks,37.99692590715581,-84.47900735675358,Coffee Shop,Coffee Shop
40503,Lexington,KY,tates creek golf course,37.99157661579228,-84.47266232184853,Golf Course,Golf Course
40503,Lexington,KY,KeyMe,37.996908,-84.478975,Locksmith,Locksmith
40503,Lexington,KY,Psych Class,37.988689,-84.477715,College Classroom,Classroom
40504,Lexington,KY,Tates Creek High School,37.984895505771725,-84.47988909228728,High School,High School
40504,Lexington,KY,Kennedy\'s Wildcat Den,37.98869,-84.47772,College Bookstore,College Bookstore
40504,Lexington,KY,Starbucks,37.99692590715581,-84.47900735675358,Coffee Shop,Coffee Shop
40504,Lexington,KY,tates creek golf course,37.99157661579228,-84.47266232184853,Golf Course,Golf Course
40504,Lexington,KY,KeyMe,37.996908,-84.478975,Locksmith,Locksmith
40504,Lexington,KY,UK Scene Shop,37.988689,-84.477715,College Lab,Lab
40505,Lexington,KY,Tates Creek High School,37.984895505771725,-84.47988909228728,High School,High School
40505,Lexington,KY,Kennedy\'s Wildcat Den,37.98869,-84.47772,College Bookstore,College Bookstore
40505,Lexington,KY,Starbucks,37.99692590715581,-84.47900735675358,Coffee Shop,Coffee Shop
40505,Lexington,KY,tates creek golf course,37.99157661579228,-84.47266232184853,Golf Course,Golf Course
40505,Lexington,KY,KeyMe,37.996908,-84.478975,Locksmith,Locksmith
40505,Lexington,KY,Psych Class,37.988689,-84.477715,College Classroom,Classroom
40508,Lexington,KY,Tates Creek High School,37.984895505771725,-84.47988909228728,High School,High School
40508,Lexington,KY,Kennedy\'s Wildcat Den,37.98869,-84.47772,College Bookstore,College Bookstore
40508,Lexington,KY,Starbucks,37.99692590715581,-84.47900735675358,Coffee Shop,Coffee Shop
40508,Lexington,KY,tates creek golf course,37.99157661579228,-84.47266232184853,Golf Course,Golf Course
40508,Lexington,KY,KeyMe,37.996908,-84.478975,Locksmith,Locksmith
40508,Lexington,KY,Shangri-La,37.988689,-84.477715,Building,Building
40509,Lexington,KY,Tates Creek High School,37.984895505771725,-84.47988909228728,High School,High School
40509,Lexington,KY,Kennedy\'s Wildcat Den,37.98869,-84.47772,College Bookstore,College Bookstore
40509,Lexington,KY,Starbucks,37.99692590715581,-84.47900735675358,Coffee Shop,Coffee Shop
40509,Lexington,KY,tates creek golf course,37.99157661579228,-84.47266232184853,Golf Course,Golf Course
40509,Lexington,KY,KeyMe,37.996908,-84.478975,Locksmith,Locksmith
40509,Lexington,KY,Psych Class,37.988689,-84.477715,College Classroom,Classroom
40511,Lexington,KY,Tates Creek High School,37.984895505771725,-84.47988909228728,High School,High School
40511,Lexington,KY,Kennedy\'s Wildcat Den,37.98869,-84.47772,College Bookstore,College Bookstore
40511,Lexington,KY,Starbucks,37.99692590715581,-84.47900735675358,Coffee Shop,Coffee Shop
40511,Lexington,KY,tates creek golf course,37.99157661579228,-84.47266232184853,Golf Course,Golf Course
40511,Lexington,KY,KeyMe,37.996908,-84.478975,Locksmith,Locksmith
40511,Lexington,KY,UK Scene Shop,37.988689,-84.477715,College Lab,Lab
40513,Lexington,KY,Tates Creek High School,37.984895505771725,-84.47988909228728,High School,High School
40513,Lexington,KY,Kennedy\'s Wildcat Den,37.98869,-84.47772,College Bookstore,College Bookstore
40513,Lexington,KY,Starbucks,37.99692590715581,-84.47900735675358,Coffee Shop,Coffee Shop
40513,Lexington,KY,tates creek golf course,37.99157661579228,-84.47266232184853,Golf Course,Golf Course
40513,Lexington,KY,KeyMe,37.996908,-84.478975,Locksmith,Locksmith
40513,Lexington,KY,UK Scene Shop,37.988689,-84.477715,College Lab,Lab
40514,Lexington,KY,Tates Creek High School,37.984895505771725,-84.47988909228728,High School,High School
40514,Lexington,KY,Kennedy\'s Wildcat Den,37.98869,-84.47772,College Bookstore,College Bookstore
40514,Lexington,KY,Starbucks,37.99692590715581,-84.47900735675358,Coffee Shop,Coffee Shop
40514,Lexington,KY,tates creek golf course,37.99157661579228,-84.47266232184853,Golf Course,Golf Course
40514,Lexington,KY,KeyMe,37.996908,-84.478975,Locksmith,Locksmith
40514,Lexington,KY,Shangri-La,37.988689,-84.477715,Building,Building
40515,Lexington,KY,Tates Creek High School,37.984895505771725,-84.47988909228728,High School,High School
40515,Lexington,KY,Kennedy\'s Wildcat Den,37.98869,-84.47772,College Bookstore,College Bookstore
40515,Lexington,KY,Starbucks,37.99692590715581,-84.47900735675358,Coffee Shop,Coffee Shop
40515,Lexington,KY,tates creek golf course,37.99157661579228,-84.47266232184853,Golf Course,Golf Course
40515,Lexington,KY,KeyMe,37.996908,-84.478975,Locksmith,Locksmith
40515,Lexington,KY,Shangri-La,37.988689,-84.477715,Building,Building
40516,Lexington,KY,Tates Creek High School,37.984895505771725,-84.47988909228728,High School,High School
40516,Lexington,KY,Kennedy\'s Wildcat Den,37.98869,-84.47772,College Bookstore,College Bookstore
40516,Lexington,KY,Starbucks,37.99692590715581,-84.47900735675358,Coffee Shop,Coffee Shop
40516,Lexington,KY,tates creek golf course,37.99157661579228,-84.47266232184853,Golf Course,Golf Course
40516,Lexington,KY,KeyMe,37.996908,-84.478975,Locksmith,Locksmith
40516,Lexington,KY,Psych Class,37.988689,-84.477715,College Classroom,Classroom
40517,Lexington,KY,Tates Creek High School,37.984895505771725,-84.47988909228728,High School,High School
40517,Lexington,KY,Kennedy\'s Wildcat Den,37.98869,-84.47772,College Bookstore,College Bookstore
40517,Lexington,KY,Starbucks,37.99692590715581,-84.47900735675358,Coffee Shop,Coffee Shop
40517,Lexington,KY,tates creek golf course,37.99157661579228,-84.47266232184853,Golf Course,Golf Course
40517,Lexington,KY,KeyMe,37.996908,-84.478975,Locksmith,Locksmith
40517,Lexington,KY,UK Scene Shop,37.988689,-84.477715,College Lab,Lab
40601,Frankfort,KY,Kentucky Transportation Cabinet,38.20168418132257,-84.87384453715349,Government Building,Government
40601,Frankfort,KY,TCOB Conference Center,38.20165901612559,-84.87355556338458,Government Building,Government
40601,Frankfort,KY,Riverboat Grill,38.196659,-84.879701,American Restaurant,American
40601,Frankfort,KY,"Frankfort, Kentucky",38.20091,-84.87328,Campground,Campground
40601,Frankfort,KY,Kentucky State Office Building,38.19993774452218,-84.8724652382681,Government Building,Government
40601,Frankfort,KY,Sig Luscher Brewery,38.20154123757855,-84.87501472234726,Brewery,Brewery
40601,Frankfort,KY,Commonwealth Credit Union,38.199124,-84.873037,Credit Union,Credit Union
40601,Frankfort,KY,Kentucky History Half Marathon,38.199121000000005,-84.874756,Track,Track
40601,Frankfort,KY,Old Governors Mansion,38.199416,-84.873734,Museum,Museum
40601,Frankfort,KY,YMCA,38.20082278759287,-84.87874447873203,Gym / Fitness Center,Gym / Fitness
40701,Corbin,KY,Colonel Sanders Park,36.946898,-84.096328,Sculpture Garden,Sculpture
40701,Corbin,KY,Austin City Saloon,36.945471,-84.096331,Bar,Bar
40701,Corbin,KY,Arby\'s,36.91767415539807,-84.12699768220892,Fast Food Restaurant,Fast Food
40701,Corbin,KY,The Caboose,36.947488,-84.096418,Bar,Bar
40701,Corbin,KY,Wyatt\'s Auto Detailing,36.948758,-84.096631,Car Wash,Car Washes
40701,Corbin,KY,Mortons Prescription Shoppe,36.948466062162424,-84.09722521053973,Pharmacy,Pharmacy
40701,Corbin,KY,"Blair, Thomas D",36.951885,-84.091136,Financial or Legal Service,Financial / Legal
40701,Corbin,KY,The Depot On Main,36.94715867342961,-84.0961824801628,Diner,Diner
40701,Corbin,KY,Times-Tribune,36.947629,-84.09726,Office,Office
40701,Corbin,KY,Main Street Park,36.946983,-84.096399,Park,Park
40729,East Bernstadt,KY,Shell,37.18939,-84.118053,Gas Station,Gas Station
