CITY,STATEID,VENUE_NAME,LAT,LNG,CATEGORY,CATEGORY_SHORT
Ashland,KY,The Daily Independent,38.478423066308835,-82.63803878724814,Building,Building
Ashland,KY,The Winchester,38.47967700870431,-82.64082600496295,Steakhouse,Steakhouse
Ashley,OH,US Post Office,40.409247,-82.954471,Post Office,Post Office
Ashley,OH,White Lily Chapel Church,40.407903999999995,-82.95482,Spiritual Center,Spiritual
Ashley,OH,Rusted Nail,40.4088794,-82.9539645,Bar,Bar
Ashley,OH,Dollar general,40.408326,-82.95689899999999,Discount Store,Discount Store
Ashley,OH,Dari barn,40.408822,-82.95496899999999,Ice Cream Shop,Ice Cream
Ashley,OH,NSBU Sunbury Tactical Base,40.35312970255148,-82.89127340188593,Tech Startup,Tech Startup
Ashley,OH,Ashley American Legion,40.40895852625529,-82.95477413688553,Military Base,Military Base
Ashley,OH,Heartland Retreat Center,40.37355487624555,-82.87160772785569,Campground,Campground
Ashville,OH,Mike\'s Pizza,39.71414288902488,-82.95313056580632,Pizza Place,Pizza
Ashville,OH,Ashville Library,39.714188791568546,-82.95395498194928,Library,Library
Ashville,OH,Ohio’s Small Town Museum,39.714007,-82.953443,Museum,Museum
Ashville,OH,SUBWAY,39.716747527364106,-82.95278924402199,Sandwich Place,Sandwiches
Ashville,OH,McDonald\'s,39.714955204695,-82.98632651567459,Fast Food Restaurant,Fast Food
Ashville,OH,Bob Evans Restaurant,39.713737880495586,-82.98782050609589,American Restaurant,American
Ashville,OH,Tim Hortons,39.7182824,-82.9864357,Coffee Shop,Coffee Shop
Ashville,OH,Circle K,39.7151241,-82.9876652,Convenience Store,Convenience Store
Ashville,OH,Wendy\'s,39.71425782498541,-82.9863884300267,Fast Food Restaurant,Fast Food
Athens,OH,Chase Bank,39.328969695450944,-82.10086762905121,Bank,Bank
Athens,OH,Donkey Coffee & Espresso,39.32912737566132,-82.10202097892761,Coffee Shop,Coffee Shop
Athens,OH,Athens City Building,39.329368044770675,-82.10055649280548,City Hall,City Hall
Athens,OH,Brookfield Church,39.329545,-82.101585,Church,Church
Athens,OH,FedEx Office Print & Ship Center,39.335761,-82.071724,Shipping Store,Shipping Store
Athens,OH,Peoples Bank,39.329307,-82.10156500000001,Bank,Bank
Athens,OH,Smart Barber Shop,39.329028,-82.102368,Salon / Barbershop,Salon / Barbershop
Athens,OH,Court Street Coffee,39.32716103831044,-82.10153429066483,Coffee Shop,Coffee Shop
Athens,OH,Athens County Foundation,39.328648,-82.101626,Non-Profit,Non-Profit
Athens,OH,Little Professor Book Center,39.327283,-82.101763,Bookstore,Bookstore
Bainbridge,OH,Paxton Restaurant,39.22772276873509,-83.27076711723018,American Restaurant,American
Bainbridge,OH,Mystical Retreat Cheesecakes,39.22751137886329,-83.2704640278482,Bakery,Bakery
Bainbridge,OH,Bainbridge Express,39.22789,-83.270173,Convenience Store,Convenience Store
Bainbridge,OH,"The Rockhold, Brown & Co. Bank",39.22757672144894,-83.2701086798646,Bank,Bank
Bainbridge,OH,Trusted Health Care Inc.,39.227912,-83.269166,Doctor\'s Office,Doctor\'s Office
Bainbridge,OH,Bainbridge Cemetery,39.226404,-83.271756,Cemetery,Cemetery
Bainbridge,OH,US Post Office,39.2277496310091,-83.26908965642107,Post Office,Post Office
Bainbridge,OH,Chillicothe & Ross County Public Library--Paxton (Bainbridge) Branch,39.22776461191304,-83.27220938514175,Library,Library
Bainbridge,OH,SUBWAY,39.22780520256877,-83.26927778503627,Sandwich Place,Sandwiches
Bainbridge,OH,Smith Moore Ebright Funeral Home,39.227716,-83.271036,Funeral Home,Funeral Home
Baltic,OH,Baltic Mill Winery,40.440445,-81.703658,Winery,Winery
Baltic,OH,baltic post office,40.440421881109614,-81.7021021931989,Post Office,Post Office
Baltic,OH,Steiners Cheese House,40.43862170433438,-81.70105976048295,Deli / Bodega,Deli / Bodega
Baltic,OH,East Main Cafe,40.440478,-81.703524,Theme Restaurant,Theme Restaurant
Baltic,OH,Baltic Carwash,40.44232256130294,-81.69955221644074,Car Wash,Car Washes
Baltic,OH,Baltic Mills,40.43855542208427,-81.70048240681685,Miscellaneous Shop,Shop
Baltic,OH,Baltic Bank,40.44046866860068,-81.70354553734212,Bank,Bank
Baltic,OH,Huntington Bank,40.502795,-81.640086,Bank,Bank
Baltic,OH,Bag\'s,40.50241278642116,-81.64002204218781,Sports Bar,Sports Bar
Baltic,OH,Village Antiques & Collectibles,40.502626821398735,-81.64034508168697,Antique Shop,Antiques
Baltimore,OH,The Baltimore Pint House,39.845698,-82.601274,Bar,Bar
Baltimore,OH,"Robey\'s Pizza, Pub & Patio",39.84529113769531,-82.6010513305664,Pub,Pub
Baltimore,OH,Olde Village Pizza,39.8452607,-82.6009633,Pizza Place,Pizza
Baltimore,OH,RP3,39.84520700896024,-82.60099819865123,Pizza Place,Pizza
Baltimore,OH,Town Hall Theater,39.84529,-82.601476,Historic Site,Historic Site
Baltimore,OH,Rp3\'s,39.845218,-82.600977,Bar,Bar
Baltimore,OH,Peoples Bank,39.84604231704053,-82.60096549987793,Bank,Bank
Baltimore,OH,Fairfield County District Library-Baltimore Branch,39.844772522898616,-82.60006387652486,College Library,Library
Barboursville,WV,Main Street On Central,38.40929,-82.2951,Restaurant,Restaurant
Barboursville,WV,Barboursville Library,38.409080684721275,-82.29431060244075,College Library,Library
Barboursville,WV,WV  Quilt,38.40967699999999,-82.29530199999999,Arts & Crafts Store,Arts & Crafts
Barboursville,WV,Talk To Me,38.40954005693472,-82.29453328755308,Building,Building
Barboursville,WV,"Loughridge Counseling Services, LLC",38.409472462582016,-82.29450677745768,Office,Office
Barboursville,WV,Village Barber Shop,38.409353,-82.294792,Salon / Barbershop,Salon / Barbershop
Barboursville,WV,Village Medical Center,38.408864035708966,-82.2951146199385,Doctor\'s Office,Doctor\'s Office
Barboursville,WV,US Post Office,38.40870923327223,-82.29596110646746,Post Office,Post Office
Barboursville,WV,Nationwide Insurance: Mark D. Call Agency,38.40798047607137,-82.29603043741702,Financial or Legal Service,Financial / Legal
Barboursville,WV,Family Dollar,38.4144,-82.2998,Discount Store,Discount Store
Barbourville,KY,Knox County Courthouse,36.86658,-83.88932,Courthouse,Courthouse
Barbourville,KY,ugly mug coffee house,36.866647,-83.888029,Coffee Shop,Coffee Shop
Barbourville,KY,Grateful Ed’s Bbq,36.86574,-83.888997,BBQ Joint,BBQ
Barbourville,KY,Crave,36.866478,-83.88882,Café,Café
Barbourville,KY,Barbourville Police Department,36.865634963016575,-83.88741074943457,Police Station,Police Station
Barbourville,KY,The Style Exchange,36.866071,-83.888324,Miscellaneous Shop,Shop
Barbourville,KY,Tammy\'s Cafe,36.8667824683646,-83.88916494920757,American Restaurant,American
Barbourville,KY,SUBWAY,36.867173,-83.88715,Sandwich Place,Sandwiches
Barnesville,OH,US Post Office,39.9884207054928,-81.17614672635356,Post Office,Post Office
Barnesville,OH,Patrick\'s Family Restaurant,39.98789596557617,-81.1773910522461,American Restaurant,American
Barnesville,OH,U-Haul Neighborhood Dealer,39.989163,-81.159667,Storage Facility,Storage
Barnesville,OH,Home Pizza,39.988159,-81.177677,Pizza Place,Pizza
Barnesville,OH,Family Dollar,39.986610107178976,-81.17796615378445,Discount Store,Discount Store
Barnesville,OH,Starfire,39.987432,-81.177058,Gas Station,Gas Station
Barnesville,OH,WesBanco Bank,39.986956271711996,-81.17477150547563,Bank,Bank
Barnesville,OH,Ohio BMV License Agency,39.987857,-81.178123,Government Building,Government
Barnesville,OH,H&R Block,39.98849,-81.177989,Financial or Legal Service,Financial / Legal
Barnesville,OH,at&t office,39.988763127147415,-81.17493016234467,Office,Office
Batavia,OH,Moonlite Chili,39.076865999999995,-84.176695,Diner,Diner
Batavia,OH,Clermont County Common Pleas Court,39.076483,-84.176063,Courthouse,Courthouse
Batavia,OH,Clermont County Courthouse,39.07652313096203,-84.17642399993939,Courthouse,Courthouse
Batavia,OH,United Dairy Farmers (UDF),39.078087593064346,-84.17790506126659,Ice Cream Shop,Ice Cream
Batavia,OH,Main Street Salon,39.076865999999995,-84.176695,Spa,Spa
Batavia,OH,Grammas Pizza,39.07755,-84.177697,Pizza Place,Pizza
Batavia,OH,Clermont County Democratic Headquarters,39.07755,-84.177697,Office,Office
Beattyville,KY,Lee County Courthouse,37.57351583182952,-83.70926792587373,Courthouse,Courthouse
Beattyville,KY,Family Dollar,37.57082527543664,-83.70673202492108,Discount Store,Discount Store
Beattyville,KY,Valero,37.57149019204279,-83.70793417283966,Gas Station,Gas Station
Beattyville,KY,Shell,37.56885528,-83.70692216,Gas Station,Gas Station
Beattyville,KY,Apple Market,37.56865980789138,-83.70707266736366,Convenience Store,Convenience Store
Beattyville,KY,Brenda\'s Bbq Smoke Shack,37.571224,-83.70499,BBQ Joint,BBQ
Beattyville,KY,Ferrellgas,37.5715116,-83.7066414,Business Service,Business Services
Beattyville,KY,Lee County Veterans Park,37.572699,-83.706641,Memorial Site,Memorial Site
Beattyville,KY,Los Two Brothers,37.572339,-83.70833,Mexican Restaurant,Mexican
Beattyville,KY,Begley Auto Parts,37.573520193886,-83.70893578771239,Automotive Shop,Automotive
Beaver,OH,Long\'s Retreat Family Resort,39.08826878306623,-83.32381010055542,Campground,Campground
Beaver,OH,US Post Office,39.03075195862226,-82.82685342614916,Post Office,Post Office
Beaver,OH,Emma\'s Frosty Kreme,39.030672779116905,-82.82504269301235,Dessert Shop,Desserts
Beaver,OH,Pappy\'s Playhouse,39.03059031938439,-82.8251330432461,Beer Garden,Beer Garden
Beaver,OH,Rapps Repair Shop,39.030175,-82.823934,Hardware Store,Hardware
Beaver,OH,Village of Beaver Mayor\'s Office,39.031294,-82.823796,Government Building,Government
Beaver,OH,Emmanuel United Methodist Church,39.03182987371707,-82.82486998386638,Church,Church
Beaver,OH,Cox Burkitt Funeral Home,39.02979351879922,-82.82263919885543,Funeral Home,Funeral Home
Beaver,OH,Beaver Valley Hardware,39.03137730006919,-82.82486998386638,Hardware Store,Hardware
Beaver,WV,Beaver Bath Car Wash,37.7497851678486,-81.14079401586194,Car Wash,Car Washes
Beaver,WV,Arby\'s,37.7498461,-81.1422284,Restaurant,Restaurant
Beaver,WV,Tobacco town,37.749987687689476,-81.141545154591,Smoke Shop,Smoke Shop
Beaver,WV,Southern Wheels,37.75005,-81.138338,Automotive Shop,Automotive
Beaver,WV,Enterprise Rent-A-Car,37.759286129301145,-81.1575065629313,Rental Car Location,Rental Car
Beaver,WV,Dermatology Centers,37.806653000000004,-81.128119,Medical Center,Medical
Beaver,WV,"Nationwide Insurance: Rick Allen Insurance Agency, LLC",37.74890107130684,-81.13658535902243,Insurance Office,Insurance Office
Beaver,WV,Kroger Pharmacy,37.75075971,-81.13653736,Pharmacy,Pharmacy
Beaver,WV,Mountaineer Boat Sales,37.758032193545496,-81.14944792258954,Automotive Shop,Automotive
Beaver,WV,Liberty Insurance Agency,37.752688,-81.14839,Office,Office
Beckley,WV,Kid in the Background,37.77857244138886,-81.18840577146322,Office,Office
Beckley,WV,Foster\'s Main Street Tavern,37.77771229820119,-81.18860178247931,Sports Bar,Sports Bar
Beckley,WV,United Bank,37.777679,-81.188855,Bank,Bank
Beckley,WV,Dragon\'s Den Comics & Games,37.777885,-81.18834,Toy / Game Store,Toys & Games
Beckley,WV,Raleigh County Courthouse,37.777535,-81.190311,Courthouse,Courthouse
Beckley,WV,WVU Beckley Campus,37.77536664392227,-81.18381171792024,University,University
Beckley,WV,99.5 WJLS The Big Dawg,37.778089225634965,-81.18826287900298,Radio Station,Radio Station
Beckley,WV,Cheddars Scratch Kitchen,37.815504930345384,-81.18712298713206,Restaurant,Restaurant
Beckley,WV,Cafe 109,37.778393,-81.18815,Café,Café
Beckley,WV,Eyemart Express,37.803929,-81.17556,Miscellaneous Shop,Shop
Bedford,KY,Trimble County Courthouse,38.59339332519357,-85.31774890495768,Government Building,Government
Bedford,KY,Old jail,38.59341629297629,-85.3173551351401,Non-Profit,Non-Profit
Bedford,KY,Morgan community Center,38.594861,-85.315745,Event Space,Event Space
Bedford,KY,Edens Auto Repair,38.578595,-85.319766,Automotive Shop,Automotive
Bedford,KY,Mahoney Cemetery,38.594673,-85.40268900000001,Cemetery,Cemetery
Bedford,KY,Bedford Fire Dept,38.595532929425666,-85.31593653060966,Fire Station,Fire Station
Bedford,KY,Valero,38.592423,-85.317435,Gas Station,Gas Station
Bedford,KY,Signature HealthCARE of Trimble County,38.583165,-85.32024200000001,Assisted Living,Assisted Living
Bedford,KY,subway,38.594809000000005,-85.316973,Sandwich Place,Sandwiches
Belfry,KY,Speedway,37.61903569480329,-82.26854859598772,Gas Station,Gas Station
Belfry,KY,Elkhorn City True Value Hardware,37.62041977,-82.2676658,Hardware Store,Hardware
Belfry,KY,H&R Block,37.651815996938936,-82.27137565612793,Financial or Legal Service,Financial / Legal
Belfry,KY,Moore Chevrolet,37.6547439,-82.2705872,Auto Dealership,Auto Dealer
Belfry,KY,Belfry Middle School,37.6219138609298,-82.26856470108032,Middle School,Middle School
Belfry,KY,Roger\'s Funeral Home,37.6182027350376,-82.27037844460288,Funeral Home,Funeral Home
Belfry,KY,Walmart,37.65854265194063,-82.2709883835691,Big Box Store,Big Box Store
Belfry,KY,South Side Mall,37.65602278571643,-82.27279695412055,Shopping Mall,Mall
Belfry,KY,Tim Short Chevrolet,37.654629530548895,-82.27020813227995,Auto Dealership,Auto Dealer
Bellaire,OH,Lil Gerardo’s,40.015944,-80.742229,Pizza Place,Pizza
Bellaire,OH,Sons Of Italy,40.015513358233925,-80.7419776089271,Event Space,Event Space
Bellaire,OH,Smith\'s Gas,40.01677449603579,-80.74367093362709,Gas Station,Gas Station
Bellaire,OH,Shadyside Care Center,39.96287524109862,-80.75868904993641,Hospital,Hospital
Bellaire,OH,Belmont Savings Bank,40.015632,-80.744055,Bank,Bank
Bellaire,OH,Rite Aid,40.0162128,-80.7447936,Pharmacy,Pharmacy
Bellaire,OH,Bchc,40.017802448459136,-80.74153299299246,Doctor\'s Office,Doctor\'s Office
Bellaire,OH,Auto Choice,40.0095415,-80.74241909999999,Auto Dealership,Auto Dealer
Bellaire,OH,Loanmax Title Loans,40.0086721372035,-80.74568621814257,Financial or Legal Service,Financial / Legal
Bellbrook,OH,McIntosh\'s Pub,39.63612721954671,-84.0705510353166,Pub,Pub
Bellbrook,OH,"Bellbrook, Oh",39.635983,-84.070746,Business Center,Business Center
Bellbrook,OH,Thad Camp - State Farm Insurance Agent,39.635703895181194,-84.07111644744873,Insurance Office,Insurance Office
Bellbrook,OH,State Farm Insurance,39.635432,-84.07122,Insurance Office,Insurance Office
Bellbrook,OH,Bellbrook Post Office,39.636649900789116,-84.06941339100456,Post Office,Post Office
Bellbrook,OH,KeyBank,39.636246,-84.071312,Bank,Bank
Bellbrook,OH,Bell Hop Cafe,39.63678198096762,-84.07233296901519,Café,Café
Bellbrook,OH,Greene Library,39.635838,-84.07283699999999,Library,Library
Belle,WV,Belle Town Hall,38.23029074025816,-81.5362198841455,Town Hall,Town Hall
Belle,WV,BP,38.2338752,-81.53985371,Gas Station,Gas Station
Belle,WV,Belle Post Office,38.231477,-81.537095,Post Office,Post Office
Belle,WV,Belle Elementary,38.23288440094524,-81.53994337489047,Elementary School,Elementary School
Belle,WV,Belle Fire Department,38.23220562530169,-81.53820755468216,Fire Station,Fire Station
Belle,WV,SUBWAY,38.241682,-81.560497,Sandwich Place,Sandwiches
Belle,WV,Nationwide Insurance - Danny Conrad Gill,38.23656186,-81.54254705,Financial or Legal Service,Financial / Legal
Belle,WV,Hardee\'s,38.241457289917584,-81.5624558520459,Fast Food Restaurant,Fast Food
Belle,WV,Kroger,38.2403088,-81.5604724,Supermarket,Supermarket
Bellefontaine,OH,Six Hundred Downtown,40.3602591,-83.7602771,Italian Restaurant,Italian
Bellefontaine,OH,Logan County Convention & Tourist Bureau,40.3609803,-83.75972270965576,Tourist Information Center,Tourist Information
Bellefontaine,OH,Ashley HomeStore,40.326734,-83.76198,Furniture / Home Store,Furniture / Home
Bellefontaine,OH,Logan County Area Chamber Of Commerce,40.360966483333335,-83.7598192691803,Coworking Space,Coworking Space
Bellefontaine,OH,Court Avenue 1891 Oldest Concrete Street In America,40.36044889809821,-83.75973748741075,Historic Site,Historic Site
Bellefontaine,OH,Edward Jones - Financial Advisor: Colton T Lowry,40.34096003729846,-83.76238069963625,Business Service,Business Services
Bellefontaine,OH,US Post Office,40.36030676246016,-83.76174421640177,Post Office,Post Office
Bellefontaine,OH,Sweet Aromas Coffee,40.36037432343428,-83.75904669868557,Coffee Shop,Coffee Shop
Bellefontaine,OH,Main Street Marketplace,40.36027675145894,-83.76057938799923,Shopping Mall,Mall
Bellevue,KY,BP,39.097406,-84.48232,Gas Station,Gas Station
Bellevue,KY,B&B River Boat,39.11187454216721,-84.48249701773702,Boat or Ferry,Boat / Ferry
Bellevue,KY,Bellevue City Hall,39.105962,-84.478501,City Hall,City Hall
Bellevue,KY,Mt Olympus,39.1081163401171,-84.47887458296734,Vineyard,Vineyard
Bellevue,KY,The ME-List,39.107466,-84.478066,Pub,Pub
Bellevue,KY,Calahan Community Center,39.10568480989525,-84.47837244557645,City Hall,City Hall
Bellevue,KY,B-List,39.104464019679114,-84.48014707687766,Bar,Bar
Bellevue,KY,Loyal Cafe,39.103916,-84.478527,American Restaurant,American
Bellevue,KY,Riverside Marketplace,39.10917761648273,-84.47920443324976,Grocery Store,Grocery Store
Bellevue,KY,St john UCC,39.10766296145882,-84.48127367504667,Church,Church
Bellville,OH,Wishmaker,40.62065,-82.511349,Bed & Breakfast,B & B
Bellville,OH,Bellville Bandstsnd,40.62016,-82.51159,Park,Park
Bellville,OH,Smith Hardware Inc.,40.619554964866246,-82.51117116156384,Hardware Store,Hardware
Bellville,OH,Taco John\'s,40.65252,-82.545764,Fast Food Restaurant,Fast Food
Bellville,OH,First-Knox National Bank: Bellville Office,40.619349,-82.51167799999999,Bank,Bank
Bellville,OH,Bellville Presbyterian Church,40.621372,-82.51411,Church,Church
Bellville,OH,Stoodt\'s Market,40.61865311310555,-82.51147243624106,Grocery Store,Grocery Store
Bellville,OH,V&M RESTAURANT,40.62101445,-82.51143117,American Restaurant,American
Bellville,OH,Brumby\'s Coffeehouse and Pizzeria,40.621347563697206,-82.51154114782508,Coffee Shop,Coffee Shop
Bellville,OH,SUBWAY,40.62456198273789,-82.51039418394929,Sandwich Place,Sandwiches
Belmont,OH,Barkcamp State Park,40.031956,-81.027848,State / Provincial Park,State / Provincial Park
Belmont,OH,Quiznos,40.058499,-81.052574,Sandwich Place,Sandwiches
Belmont,OH,Pilot Travel Center,40.05790444265279,-81.05117762030207,Gas Station,Gas Station
Belmont,OH,Nationwide Insurance: Thomas W Johnson,40.01621358,-81.07268438,Financial or Legal Service,Financial / Legal
Belmont,OH,McDonald\'s,40.06135614440478,-81.0542106628418,Fast Food Restaurant,Fast Food
Belmont,OH,Valley Harley-Davidson,40.05805,-81.05479,Motorcycle Shop,Motorcycle Shop
Belmont,OH,Union Local High School,40.06385777976121,-81.05395957079277,High School,High School
Belmont,OH,Rest Area 11-26 & Ohio Welcome Center (Westbound),40.064722407100106,-81.01139521792778,Rest Area,Rest Areas
Belmont,OH,Exxon,40.061810437337144,-81.05445206165314,Gas Station,Gas Station
Belpre,OH,Ohio Valley Ambulatory Surgical Center,39.27306949773042,-81.57536355310845,Medical Center,Medical
Belpre,OH,Belpre High School,39.27581689365393,-81.5761346516466,High School,High School
Belpre,OH,Belpre Furniture,39.272404,-81.57405,Furniture / Home Store,Furniture / Home
Belpre,OH,St Marks United Methodist,39.27463733442585,-81.57311982539328,Church,Church
Belpre,OH,Belpre Dental Solutions,39.273779,-81.573138,Dentist\'s Office,Dentist\'s Office
Belpre,OH,gomart,39.27296772597098,-81.5698264040332,Gas Station,Gas Station
